,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL
2015-08-06,-0.1603356696199986,-31.41754693301007,2067.478486898466,-0.0,685824.5306698985,5939,-1,-1,115.970001,0.3670001999999982,-1603.356696199986
2015-08-05,0.45157853221499855,-31.257211263390072,1951.8754860984661,-0.0,687427.8873660985,5940,1,1,112.949997,0.3224998500000055,4515.785322149985
2015-08-04,-2.2580570354350025,-31.70878979560507,2065.147982948466,-0.0,682912.1020439485,5939,-9,-9,117.41999799999999,3.172501350000027,-22580.570354350024
2015-08-03,-1.7011272450749981,-29.45073276017007,1011.5405022984659,-0.0,705492.6723982985,5948,-1,-1,121.5,0.18649975000000155,-17011.27245074998
2015-07-31,-0.6365802995049961,-27.749605515095066,890.2270020484659,-0.0,722503.9448490485,5949,1,1,122.599998,0.1430000500000034,-6365.80299504996
2015-07-30,-0.3687730260000018,-27.11302521559007,1012.9700000984659,-0.0,728869.7478440985,5948,0,0,122.32,0.0,-3687.7302600000176
2015-07-29,-0.23196520570500184,-26.744252189590068,1012.9700000984659,-0.0,732557.4781040985,5948,1,1,123.150002,0.16800004999999488,-2319.6520570500184
2015-07-28,0.36268855000999967,-26.512286983885065,1136.288002148466,-0.0,734877.1301611485,5947,1,1,123.379997,0.1744999000000064,3626.8855000999965
2015-07-27,-1.0286597837999978,-26.87497553389506,1259.842499048466,-0.0,731250.2446610485,5946,0,0,123.089996,0.0,-10286.597837999978
2015-07-24,-0.3925106775800004,-25.846315750095066,1259.842499048466,-0.0,741536.8424990484,5946,2,2,125.32,0.4029997999999864,-3925.106775800004
2015-07-23,-0.03552131761999743,-25.453805072515067,1510.8854988484659,-0.0,745461.9492748486,5944,-2,-2,126.199997,0.5510001999999872,-355.2131761999743
2015-07-22,-3.2890364055550014,-25.418283754895068,1259.0365050484659,-0.0,745817.1624510485,5946,-1,-1,121.989998,0.22999954999999375,-32890.36405555002
2015-07-21,-0.7849515130200025,-22.129247349340066,1137.2765065984659,-0.0,778707.5265065985,5947,-1,-1,132.850006,0.21350020000000428,-7849.515130200025
2015-07-20,1.4572671376000088,-21.344295836320065,1004.6400007984657,-0.0,786557.0416367985,5948,0,0,130.970001,0.0,14572.67137600009
2015-07-17,0.6602279999999912,-22.801562973920078,1004.6400007984657,-0.0,771984.3702607985,5948,0,0,129.080002,0.0,6602.2799999999115
2015-07-16,1.0052090260000062,-23.461790973920067,1004.6400007984657,-0.0,765382.0902607986,5948,0,0,127.739998,0.0,10052.09026000006
2015-07-15,0.7197074051999979,-24.466999999920073,1004.6400007984657,-0.0,755330.0000007985,5948,0,0,125.720001,0.0,7197.074051999978
2015-07-14,-0.05115927188000223,-25.18670740512007,1004.6400007984657,-0.0,748132.9259487985,5948,388,388,126.040001,66.73603879999877,-511.5927188000223
2015-07-13,0.14002880985000207,-25.135548133240068,49974.89642759847,-0.0,748644.5186675985,5560,5970,5970,125.029999,1385.0397014999628,1400.2880985000209
2015-07-10,-1.2902565280300071,-25.27557694309007,697798.2285190985,50544.79959,747244.2305690985,-410,5238,5238,121.940002,1791.3952142999956,-12902.56528030007
2015-07-09,1.9852964867300056,-23.985320415060063,39292.57844139862,678155.36,760146.7958493985,-5648,-5333,-5333,123.849998,1093.2644666999772,19852.964867300056
2015-07-08,0.6193472057500065,-25.970616901790066,700480.9790920984,38609.549999999996,740293.8309820985,-315,5258,5258,124.480003,1151.5033144999957,6193.472057500065
2015-07-07,0.02424952002499673,-26.589964107540073,31400.81121659837,700470.381146,734100.3589245984,-5573,-5323,-5323,125.889999,899.5883307500106,242.4952002499673
2015-07-06,0.7307863170999971,-26.61421362756507,702887.8627243484,31500.0,733857.8637243484,-250,5316,5316,124.940002,776.1373290000311,7307.863170999971
2015-07-02,-0.08195075692000113,-27.344999944665066,22896.291685348475,703765.051132,726550.0005533485,-5566,-5386,-5386,126.43,794.4360772000095,-819.5075692000113
2015-07-01,-0.9090865059799945,-27.263049187745068,704473.5070425486,22787.999639999998,727369.5081225486,-180,5438,5438,126.900002,886.3945437999807,-9090.865059799946
2015-06-30,-0.053599070220006276,-26.353962681765076,30221.593182348486,704665.74,736460.3731823486,-5618,-5378,-5378,125.57,1072.9104621999886,-535.9907022000627
2015-06-29,0.6449838602400041,-26.30036361154507,706662.7641245486,29887.19976,736996.3638845487,-240,5302,5302,125.459999,922.5469395999773,6449.838602400042
2015-06-26,0.4075430002599945,-26.945347471785073,17900.767450148447,702448.5,730546.5252821485,-5542,-5404,-5404,127.66999799999999,999.7391894000143,4075.430002599945
2015-06-25,-0.5270747862000078,-27.35289047204507,708500.7350035484,17595.0,726471.0952795486,-138,5442,5442,128.860001,1273.4280000000792,-5270.7478620000775
2015-06-24,-0.5792860733800114,-26.82581568584506,26932.05988154884,714853.80558,731741.8431415487,-5580,-5369,-5369,127.209999,732.8695738000326,-5792.860733800114
2015-06-23,0.0020359757799978413,-26.24652961246505,710541.4723983489,26803.329789,737534.7038753488,-211,5369,5369,127.480003,799.9799262000229,20.35975779997841
2015-06-22,-0.17740672029000043,-26.248565588245054,26789.77201754875,712063.8055799999,737514.3441175488,-5580,-5371,-5371,127.489998,918.440462900021,-1774.0672029000043
2015-06-19,0.03511633065500419,-26.071158867955056,712365.0313204486,26459.399582,739288.4113204486,-209,5397,5397,127.709999,833.8356904499954,351.16330655004185
2015-06-18,-0.4472025095150063,-26.106275198610057,29329.717559898712,716895.263182,738937.2480138987,-5606,-5377,-5377,127.230003,844.1887311500276,-4472.025095150063
2015-06-17,-0.15189159949999775,-25.659072689095055,714065.2133380488,29151.700687,743409.2731090488,-229,5400,5400,127.720001,939.598649999993,-1518.9159949999776
2015-06-16,-0.4184619864649972,-25.507181089595054,33084.84910404879,718260.388742,744928.1891040488,-5629,-5367,-5367,127.029999,947.2752316499934,-4184.619864649972
2015-06-15,0.4913196733349941,-25.088719103130053,716289.4494926987,33253.039476,749112.8089686987,-262,5333,5333,126.099998,858.6132666500218,4913.1967333499415
2015-06-12,0.4767787210649985,-25.58003877646505,21269.62866534886,711516.1388099999,744199.6122353488,-5595,-5431,-5431,128.190002,1004.7341853500144,4767.787210649985
2015-06-11,-0.25421934821999476,-26.056817497530048,718149.5466646987,21088.759344,739431.8250246987,-164,5458,5458,129.179993,952.420454200035,-2542.1934821999475
2015-06-10,-0.6712359084000147,-25.802598149310054,28204.949104898795,724563.38811,741974.0185068987,-5622,-5400,-5400,127.91999799999999,1204.1997300000412,-6712.359084000146
2015-06-09,0.4823291039250048,-25.13136224091004,720718.8184788988,28287.239555999997,748686.3775908988,-222,5379,5379,126.699997,1178.0023447499952,4823.291039250048
2015-06-08,0.5218379316999926,-25.613691344835043,15733.170566648732,715807.816803,743863.0865516487,-5601,-5480,-5480,128.899994,912.4202740000105,5218.379316999926
2015-06-05,-0.16823341403998962,-26.135529276535035,722872.3565086488,15566.649274,738644.7072346489,-121,5466,5466,129.5,1003.0104533999591,-1682.3341403998961
2015-06-04,0.045949859319999294,-25.967295862495043,15134.424614048661,722734.3255870001,740327.0413750487,-5587,-5472,-5472,129.580002,831.7461887999846,459.4985931999929
2015-06-03,-0.47643393768999864,-26.013245721815043,724779.5412868487,14963.799425,739867.5427818488,-115,5474,5474,130.66000400000001,914.1571789000108,-4764.339376899987
2015-06-02,-0.13669406297999964,-25.536811784125046,19403.27010374868,726346.479123,744631.8821587488,-5589,-5441,-5441,129.860001,908.6459117999495,-1366.9406297999963
2015-06-01,-0.09966249216999518,-25.400117721145044,726755.8620485488,19319.918963999997,745998.8227885488,-148,5398,5398,130.279999,958.1458096999551,-996.6249216999518
2015-05-29,0.4551093625449967,-25.30045522897505,13925.206532248701,722532.874454,746995.4477102485,-5546,-5441,-5441,131.229996,775.3400515500124,4551.093625449967
2015-05-28,-0.014030938440015052,-25.755564591520045,728590.6537697986,13836.899895,742444.3540847986,-105,5494,5494,131.860001,1156.4848023999843,-140.30938440015052
2015-05-27,-1.1211520314949963,-25.74153365308003,22329.30906819878,739291.9208069999,742584.6634691987,-5599,-5431,-5431,130.33999599999999,1572.276943949984,-11211.520314949963
2015-05-26,-0.07959813459002131,-24.620381621585032,731018.7409281486,21776.15916,753796.1837841487,-168,5394,5394,132.600006,962.83088790007,-795.9813459002131
2015-05-22,-0.6289249987349904,-24.54078348699501,27861.1394520487,737187.4410659999,754592.1651300489,-5562,-5349,-5349,131.600006,1016.3108023500466,-6289.249987349904
2015-05-21,-0.13272431459999431,-23.91185848826002,733457.6619223988,27986.069786999997,760881.4151173988,-213,5437,5437,130.070007,989.5339999999654,-1327.243145999943
2015-05-20,-0.12046408328000079,-23.779134173660026,28047.646963398765,734838.9887,762208.6582633988,-5650,-5436,-5436,130.0,880.6336307999675,-1204.640832800008
2015-05-19,-0.39398350699999746,-23.658670090380024,735312.9597381987,27834.981498,763413.2990961988,-214,5523,5523,130.690002,1204.0139999999724,-3939.8350699999746
2015-05-18,-1.1148648565099892,-23.26468658338003,41220.99827019844,746900.041474,767353.1341661987,-5737,-5419,-5419,128.380005,888.715458099994,-11148.648565099891
2015-05-15,-0.16379465790500072,-22.149821726870037,737362.1195512986,40948.861272,778501.7827312985,-318,5477,5477,129.070007,1037.8895830499637,-1637.9465790500071
2015-05-14,-1.0381063967300004,-21.986027068965036,50723.01556534843,747265.232615,780139.7293103484,-5795,-5394,-5394,127.410004,895.4037303000295,-10381.063967300004
2015-05-13,-0.271166727630004,-20.94792067223504,739878.5024756485,50530.010802,790520.7932776485,-401,5498,5498,126.150002,1116.0931753000184,-2711.6672763000397
2015-05-12,-0.23651494248500052,-20.676753944605032,53910.831846948575,742507.147697,793232.4605539485,-5899,-5477,-5477,125.599998,1076.2307738500167,-2365.1494248500053
2015-05-11,0.0844993474199972,-20.440239002120034,741387.4908227985,53307.03999999999,795597.6099787984,-422,5438,5438,127.389999,954.3695437999962,844.9934741999722
2015-05-08,-0.7261469003249911,-20.52473834954003,57916.23408459839,747853.2175799999,794752.6165045985,-5860,-5397,-5397,126.68,1095.5923492499664,-7261.469003249911
2015-05-07,-0.027590757850003138,-19.798591449215035,744472.4492118483,57995.380926,802014.0855078483,-463,5430,5430,124.769997,1463.3847285000124,-275.9075785000314
2015-05-06,0.7564361320499942,-19.771000691365032,47337.79844434849,736683.941786,802289.9930863484,-5893,-5525,-5525,126.559998,1290.0869475000216,7564.361320499942
2015-05-05,0.2875852268800072,-20.52743682341503,746701.6372858485,46294.401104000004,794725.6317658485,-368,5407,5407,128.149994,1165.2117441999462,2875.8522688000717
2015-05-04,0.25830098456000417,-20.815022050295035,39367.262172048446,743242.482675,791849.7794970485,-5775,-5464,-5464,129.5,1865.9565463999788,2583.0098456000414
2015-05-01,-0.8122142458149978,-21.073323034855036,750936.0199624484,40103.449067,789266.7696514484,-311,5539,5539,126.099998,1678.3161691499868,-8122.142458149978
2015-04-30,1.891862093204987,-20.26110878904004,24428.435509598483,732127.5117,797388.9121095983,-5850,-5663,-5663,128.639999,1497.8615179500591,18918.62093204987
2015-04-29,0.06388620128000067,-22.152970882245025,753846.1294945484,24055.679813,778470.2911775485,-187,5434,5434,130.16000400000001,1893.7451961999554,638.8620128000066
2015-04-28,2.0932249493450072,-22.216857083525028,109.77922874831188,733877.7487580001,777831.4291647484,-5621,-5701,-5701,134.46000700000002,1134.5021355499973,20932.249493450072
2015-04-27,-1.294439711650008,-24.310082032870035,746287.1801512984,-0.0,756899.1796712984,80,5970,5970,132.309998,1014.9026865000543,-12944.397116500078
2015-04-24,0.0013442064549999031,-23.015642321220028,20.511997798586208,767349.19411,769843.5767877985,-5890,-5951,-5951,130.490005,1273.5137024499588,13.442064549999031
2015-04-23,0.06371321639999171,-23.01698652767503,761920.2648452485,-0.0,769830.1347232485,61,6196,6196,128.300003,1409.5884509999898,637.1321639999171
2015-04-22,-1.1088263121449924,-23.080699744075023,109.3964242487109,789083.6693249999,769193.0025592487,-6135,-6191,-6191,126.989998,1092.7111904499925,-11088.263121449923
2015-04-21,-0.477858694085007,-21.97187343193003,773174.3054566986,-0.0,780281.2656806987,56,6341,6341,128.100006,1569.3965488500169,-4778.586940850069
2015-04-20,-1.395822543000006,-21.49401473784502,8610.940051548818,801965.98743,785059.8526215487,-6285,-6217,-6217,125.57,1143.92800000002,-13958.225430000059
2015-04-17,0.3013159298849907,-20.098192194845016,790426.2776435489,8483.0,799018.0780515488,-68,6199,6199,125.550003,926.7495701500229,3013.159298849907
2015-04-16,-0.0268594173749918,-20.39950812473001,3918.788752698828,790707.3774659999,796004.9187526989,-6267,-6237,-6237,126.279999,972.9704407499877,-268.594173749918
2015-04-15,-0.1749506166149964,-20.37264870735502,792492.3126564488,3803.39997,796273.5129264488,-30,6219,6219,126.410004,1051.0100671499833,-1749.506166149964
2015-04-14,0.3131217582300006,-20.197698090740023,25.73783959885168,789248.718747,798023.0190925989,-6249,-6369,-6369,127.0,1261.0639106999706,3131.217582300006
2015-04-13,-0.9665584317099875,-20.510819848970023,779669.8017502988,-0.0,794891.8015102989,120,6566,6566,128.369995,1296.7840150999427,-9665.584317099874
2015-04-10,-0.867632180139999,-19.54426141726003,96.61161139873116,819286.587108,804557.3858273987,-6446,-6446,-6446,125.949997,1263.4153553999702,-8676.32180139999
2015-04-09,-0.27275268235499833,-18.676629237120032,813233.7076287987,-0.0,813233.7076287987,0,6471,6471,125.849998,1109.776823549983,-2727.526823549983
2015-04-08,0.021733299080003553,-18.403876554765034,-31.85260565135013,812757.587058,815961.2344523487,-6471,-6637,-6637,125.849998,1373.8563451999644,217.33299080003553
2015-04-07,-0.4014389243000067,-18.42560985384504,794826.2411295486,-0.0,815743.9014615486,166,6907,6907,127.639999,1788.9130000000416,-4014.389243000067
2015-04-06,-2.0560101916800004,-18.02417092954503,120.07374054869365,858466.336518,819758.2907045487,-6741,-6751,-6751,124.470001,1137.5421497999857,-20560.101916800006
2015-04-02,-0.6624778927000013,-15.968160737865029,839065.1926213488,-0.0,840318.3926213487,10,6764,6764,125.029999,1359.5656909999898,-6624.778927000014
2015-04-01,0.24754485297499124,-15.305682845165027,59.11154834894478,839184.5,846943.1715483487,-6754,-6865,-6865,124.82,1417.6214702500401,2475.4485297499123
2015-03-31,0.020746828439999445,-15.553227698140018,830655.9930185989,-0.0,844467.7230185989,111,7046,7046,126.089996,1550.1207045999904,207.46828439999445
2015-03-30,-1.7403380072749908,-15.573974526580018,62.68392919889811,876375.9708049999,844260.2547341989,-6935,-6935,-6935,124.050003,1314.180072749954,-17403.380072749907
2015-03-27,-0.3825421712399904,-13.833636519305026,861663.6348069488,-0.0,861663.6348069488,0,7032,7032,124.57,1504.8476483999514,-3825.421712399904
2015-03-26,-1.2231729406950016,-13.451094348065038,12648.054327348711,873655.665936,865489.0565193489,-7032,-6933,-6933,122.760002,1885.7770399500164,-12231.729406950015
2015-03-25,0.01667068800000302,-12.227921407370037,864880.4854312988,12214.619703,877720.7859262988,-99,6708,6708,126.540001,1167.1903229999914,166.7068800000302
2015-03-24,0.25513572256999156,-12.24459209537004,7823.661818299002,862378.843614,877554.0790462989,-6807,-6746,-6746,127.230003,1123.209337300013,2551.3572256999155
2015-03-23,-1.003154317449993,-12.49972781794003,867253.8913935991,7759.809939,875002.721820599,-61,6715,6715,127.120003,1759.3266424999542,-10031.543174499931
2015-03-20,1.467161213499995,-11.496573500490038,88.67854709905191,853098.413552,885034.264995099,-6776,-6870,-6870,128.25,1322.4743130000486,14671.612134999948
2015-03-19,-0.3757284889850092,-12.963734713990032,858377.6528600991,-0.0,870362.6528600991,94,7057,7057,128.75,1690.1518528500665,-3757.284889850092
2015-03-18,-1.152673682069992,-12.58800622500502,54.55471294920176,894536.6169629999,874119.9377499493,-6963,-7023,-7023,127.0,1288.7197976999475,-11526.736820699922
2015-03-17,-0.8278061985400053,-11.435332542935031,878024.2745106491,-0.0,885646.6745706492,60,7282,7282,125.900002,1485.5258154000205,-8278.061985400052
2015-03-16,-0.947078605599999,-10.607526344395025,6990.9382220492835,902388.878334,893924.7365560492,-7222,-7166,-7166,123.879997,1727.0060000000383,-9470.78605599999
2015-03-13,-0.15080797112500213,-9.660447738795025,896383.7621640493,6921.039776,903395.5226120492,-56,7289,7289,124.400002,1920.6533222499888,-1508.0797112500213
2015-03-12,-1.7400662221600076,-9.509639767670022,22254.959668299354,914085.227965,904903.6023232993,-7345,-7167,-7167,122.309998,1669.9095666000535,-17400.662221600076
2015-03-11,-0.31494186845999866,-7.769573545510016,899651.9841888994,21758.719644,922304.2645448993,-178,6954,6954,124.75,1884.5333045999876,-3149.418684599987
2015-03-10,1.1313784690600017,-7.454631677050017,10346.720437499516,888005.334264,925453.6832294995,-7132,-7052,-7052,126.410004,2295.429173399989,11313.784690600016
2015-03-09,-1.1308086112450049,-8.586010146110018,903837.4986188995,10171.199920000001,914139.8985388995,-80,6973,6973,127.959999,1781.5990594500704,-11308.08611245005
2015-03-06,1.0839922037799987,-7.455201534865013,7147.455181349644,892909.785894,925447.9846513496,-7053,-6998,-6998,128.399994,1746.0003001999653,10839.922037799986
2015-03-05,-0.1293476309650155,-8.539193738645013,907416.8126135495,6952.55022,914608.0626135495,-55,6983,6983,128.580002,1131.2428576499715,-1293.4763096501551
2015-03-04,0.274513906380025,-8.409846107679996,3354.3252011995264,904664.4707339999,915901.5389231998,-7038,-7013,-7013,129.100006,1202.7323051999356,2745.1390638002495
2015-03-03,-0.04916200058002467,-8.684360014060022,909942.3995343994,3234.0000250000003,913156.3998593994,-25,7026,7026,128.96000700000002,1398.1725948000098,-491.62000580024676
2015-03-02,-0.04035154371998674,-8.635198013479998,1178.081661199713,910213.5617959999,913648.0198651998,-7051,-7042,-7042,129.25,1524.5937041999728,-403.5154371998674
2015-02-27,0.07770068540998641,-8.594846469760013,912867.6753653997,1156.1400630000003,914051.5353023997,-9,7097,7097,130.0,2221.358870900083,777.0068540998641
2015-02-26,-1.3499312249800126,-8.672547155169998,9675.653720300186,926764.505788,913274.5284482999,-7106,-7033,-7033,128.78999299999998,1916.4967198000454,-13499.312249800125
2015-02-25,0.29025236305998847,-7.322615930189984,916967.7504790999,9401.669488999998,926773.8406980999,-73,6836,6836,131.559998,1514.176734400015,2902.5236305998847
2015-02-24,0.3451385178400105,-7.6128682932499725,68.88561350010718,913162.5161819999,923871.3170675001,-6909,-6982,-6982,132.940002,1864.1926035998956,3451.3851784001045
2015-02-23,-0.48080881512001034,-7.958006811089982,910710.9318890999,-0.0,920419.9318890999,73,7312,7312,130.020004,1261.3189032001026,-4808.088151200103
2015-02-20,-0.7347760101750018,-7.477197995969972,518.2324303001931,937450.5,925228.0200403,-7239,-7235,-7235,128.619995,976.723914749937,-7347.760101750018
2015-02-19,0.0538327330099878,-6.742421985794971,932061.7401620499,513.799988,932575.7801420499,-4,7309,7309,128.479996,1216.9492309000962,538.327330099878
2015-02-18,-0.9398479533349998,-6.796254718804959,6650.484002950012,941329.367313,932037.4528119501,-7313,-7261,-7261,127.629997,1437.680541350048,-9398.479533349999
2015-02-17,-0.43586941925499467,-5.856406765469959,934824.1326573001,6647.1601040000005,941435.9323453001,-52,7303,7303,127.489998,1325.4934045500013,-4358.694192549947
2015-02-13,-0.0006893658650076305,-5.420537346214964,8179.2559578501905,934673.41471,945794.6265378501,-7355,-7291,-7291,127.279999,1425.391593650048,-6.893658650076304
2015-02-12,-1.0731914957199933,-5.419847980349956,937759.2803885002,8093.439936,945801.5201965002,-64,7588,7588,126.059998,1676.9472412000082,-10731.914957199933
2015-02-11,-1.7824231262399979,-4.346656484629963,33243.13810970027,955581.7370440001,956533.4351537002,-7652,-7376,-7376,122.769997,1471.5112623999844,-17824.23126239998
2015-02-10,-0.5399593823199921,-2.5642333583899655,941701.3466921002,33677.519172,974357.6664161002,-276,7679,7679,120.16999799999999,1309.267964199948,-5399.593823199921
2015-02-09,-1.06010463719499,-2.0242739760699733,45999.32046430024,952372.607955,979757.2602393002,-7955,-7573,-7573,118.550003,1438.8711359499584,-10601.046371949898
2015-02-06,-0.13300398949499584,-0.9641693388749832,944094.2889032501,45431.26,990358.3066112502,-382,7493,7493,120.019997,1116.4581239499828,-1330.0398949499581
2015-02-05,-0.11202904868000434,-0.8311653493799874,45900.90950620004,944527.51575,991688.3465062001,-7875,-7489,-7489,120.019997,1572.6914978000134,-1120.2904868000435
2015-02-04,-0.05341453087499825,-0.7191363006999831,947476.7962210001,46150.159228,992808.6369930002,-386,7621,7621,118.5,1326.0520947499901,-534.1453087499825
2015-02-03,-0.3090430147799976,-0.665721769824985,45714.348315750154,950030.566014,993342.7823017502,-8007,-7621,-7621,118.5,1939.5429757999727,-3090.4301477999766
2015-02-02,-0.9360702901299971,-0.3566787550449873,951089.7889755501,45791.178842,996433.2124495502,-386,7663,7663,118.050003,1973.2232662999459,-9360.70290129997
2015-01-30,0.8001759365599984,0.5793915350850096,42811.555350850154,943020.872196,1005793.9153508501,-8049,-7682,-7682,118.400002,2162.484536400016,8001.759365599984
2015-01-29,-1.1041436964000022,-0.2207844014749888,956049.5767192502,43636.300734,997792.1559852501,-367,7776,7776,116.32,1870.129944000018,-11041.436964000022
2015-01-28,1.4339013353200065,0.8833592949250134,32080.77552125007,938969.3137139999,1008833.5929492501,-8143,-7859,-7859,117.629997,2141.579071800014,14339.013353200065
2015-01-27,0.5233008534400098,-0.550542040394993,961635.78044805,30995.759716,994494.57959605,-284,8184,8184,112.41999799999999,1456.7511815999565,5233.008534400098
2015-01-26,0.3532305500749994,-1.073842893835003,20691.747997649898,957730.783064,989261.57106165,-8468,-8285,-8285,113.739998,1748.1354142500104,3532.3055007499943
2015-01-23,-0.12872737730000508,-1.4270734439100023,965302.8050118998,20675.340549,985729.2655608999,-183,8590,8590,112.300003,2040.1250000000243,-1287.2737730000508
2015-01-22,-2.1040969569049968,-1.298346066609997,38479.761787899806,986085.217546,987016.5393338999,-8773,-8421,-8421,110.260002,2016.82992104996,-21040.969569049965
2015-01-21,-0.4219436497000037,0.8057508902949994,969918.3120709498,38561.601056,1008057.5089029499,-352,8660,8660,108.949997,1935.5104330000354,-4219.436497000037
2015-01-20,-1.0638184300499967,1.227694539995003,48353.50650794989,979784.649012,1012276.9453999499,-9012,-8562,-8562,107.839996,1875.0801404999927,-10638.184300499966
2015-01-16,-0.36714481449001357,2.291512970045,974283.62970045,47695.4991,1022915.12970045,-450,8427,8427,107.029999,2275.2874719000447,-3671.448144900136
2015-01-15,2.6457799967700075,2.6586577845350132,21887.717845349922,948241.1399999999,1026586.57784535,-8877,-8677,-8677,110.0,1731.0606322999815,26457.799967700077
2015-01-14,0.7702842030199989,0.012877787765005451,978472.7780776499,21960.0006,1000128.7778776499,-200,8604,8604,109.040001,2533.8775697999463,7702.842030199989
2015-01-13,0.8075136835400142,-0.7574064152549934,743.3846514495708,970376.888804,992425.9358474498,-8804,-8798,-8798,111.43,2564.6143605999496,8075.136835400142
2015-01-12,-0.7345853449199977,-1.5649200987950076,983655.0990360497,655.5,984350.7990120497,-6,8744,8744,112.599998,2203.4884371999833,-7345.853449199977
2015-01-09,0.3401752784999944,-0.8303347538750099,59.20496124989495,980087.5175,991696.6524612497,-8750,-8772,-8772,112.66999799999999,2390.3721929999892,3401.752784999944
2015-01-08,-1.5265692858999993,-1.1705100323750044,985833.3196982498,-0.0,988294.8996762498,22,9279,9279,109.230003,1623.8250000000264,-15265.692858999993
2015-01-07,-0.7419458376750088,0.35605925352499507,16301.598077249942,997441.75,1003560.5925352499,-9257,-9105,-9105,107.199997,2185.201365750054,-7419.458376750088
2015-01-06,-0.5000440454400015,1.098005091200004,994743.4109120001,16151.520304,1010980.050912,-152,9056,9056,106.540001,2372.6710943999806,-5000.4404544000145
2015-01-05,1.5980491366400054,1.5980491366400054,61.83295040003486,978350.0,1015980.4913664,-9208,-9208,-9208,108.290001,2803.837841599984,15980.491366400052
2015-01-02,0.0,0.0,1000000.0,0.0,1000000.0,0,0,0,111.389999,0.0,0.0
